id,X,Y,NN
1627,29.5223203,-2.4882627,204
1628,29.5226829,-2.4873726,201
1629,29.5220128,-2.4882361,213
1630,29.5239432,-2.483816,198
1631,29.5240952,-2.4863281,208
1632,29.5240749,-2.4864336,203
1633,29.5235641,-2.4854718,205
1634,29.5236,-2.4853795,212
1635,29.5236821,-2.485375,214
1636,29.5237831,-2.4854636,216
1637,29.5238257,-2.4854767,199
1638,29.5239712,-2.4851597,202
1639,29.5240054,-2.4851488,208
1640,29.523793,-2.4846629,203
1641,29.5236178,-2.4844508,216
1642,29.523049,-2.4843408,199
1643,29.5233473,-2.4838916,210
1644,29.522495,-2.4829675,212
1645,29.5222824,-2.4827641,198
1646,29.5216062,-2.4823802,204
1647,29.5227437,-2.4830061,199
1648,29.5229788,-2.4831096,206
1649,29.5223648,-2.4890165,208
1650,29.5225973,-2.4886195,210
1651,29.524342,-2.4884301,197
1652,29.5243488,-2.4884324,200
1653,29.5244003,-2.4884561,211
1654,29.5245921,-2.4883411,199
1655,29.5247213,-2.4881455,207
1656,29.5247128,-2.4880874,199
1657,29.5226137,-2.4869422,198
1658,29.5224165,-2.485149,214
1659,29.5237167,-2.4864178,196
1660,29.5233463,-2.4852359,196
1661,29.5233187,-2.4852145,203
1662,29.5233295,-2.4851556,209
1663,29.5226916,-2.4869785,211
1664,29.5232332,-2.4831503,201
1665,29.5234213,-2.483132,215
1666,29.5234257,-2.4830033,198
1667,29.523232,-2.4829193,199
1668,29.5230452,-2.4827653,202
1669,29.5229672,-2.4827522,202
1670,29.522867,-2.4826495,214
1671,29.5226538,-2.4826049,204
1672,29.5226871,-2.4826428,199
1673,29.5227691,-2.4827013,206
1674,29.5227365,-2.4827269,198
1675,29.52239,-2.4826143,211
1676,29.5225991,-2.4825992,200
1677,29.5227657,-2.4825057,211
1678,29.523166,-2.4826923,211
1679,29.5234774,-2.4824114,200
1680,29.5234538,-2.4823787,202
1681,29.5236592,-2.483463,205
1682,29.5237232,-2.4835013,196
1683,29.5240362,-2.4834012,204
1684,29.5239074,-2.4833786,216
1685,29.5239297,-2.4835705,208
1686,29.5225136,-2.4818261,212
1687,29.5236623,-2.4857719,204
1688,29.5232642,-2.4851291,203
1689,29.5222612,-2.4841469,200
1690,29.5231617,-2.48505,201
1691,29.52215,-2.4828126,209
1692,29.5227945,-2.4825081,215
1693,29.5227369,-2.4825864,208
1694,29.5220037,-2.4825272,199
1695,29.5219727,-2.4824774,214
1696,29.5235081,-2.4824141,202
1697,29.5244362,-2.4884829,199
1698,29.5244577,-2.4884663,208
1699,29.5225325,-2.4886048,208
1700,29.5226234,-2.4885474,215
1701,29.5227269,-2.4885122,213
1702,29.5239174,-2.4833696,205
1703,29.5227677,-2.4826398,204
1704,29.5218923,-2.4827069,215
1705,29.5219069,-2.482545,203
1706,29.5220307,-2.4824357,216
1707,29.5216737,-2.482332,216
1708,29.5236449,-2.4826407,204
1709,29.5239483,-2.4825648,198
1710,29.5249885,-2.4875223,211
1711,29.5239306,-2.4859662,199
1712,29.5239526,-2.4860509,207
1713,29.5239506,-2.4860731,207
1714,29.5223025,-2.4889001,216
1715,29.5243869,-2.4884711,206
1716,29.523362,-2.4851417,207
1717,29.523375,-2.4851964,213
1718,29.5233974,-2.4852462,213
1719,29.5231835,-2.4845649,212
1720,29.523198,-2.4845756,212
1721,29.523538,-2.4849509,210
1722,29.5234945,-2.4849535,196
1723,29.5236766,-2.4849967,214
1724,29.5237206,-2.4849819,203
1725,29.5238977,-2.4850956,197
1726,29.5243805,-2.4859083,208
1727,29.5242885,-2.4856792,198
1728,29.5243227,-2.4854632,207
1729,29.5241224,-2.4852658,196
1730,29.5238909,-2.4850657,206
1731,29.5237027,-2.4847176,196
1732,29.5237106,-2.4847358,213
1733,29.5235312,-2.4845401,214
1734,29.523518,-2.4850275,205
1735,29.5232564,-2.484353,215
1736,29.5227544,-2.4843499,213
1737,29.5227395,-2.4843519,198
1738,29.5231117,-2.4844838,209
1739,29.5233848,-2.485157,208
1740,29.5233796,-2.4851596,215
1741,29.5234915,-2.4851957,206
1742,29.5232139,-2.4845617,205
1743,29.5235348,-2.4849727,199
1744,29.5236529,-2.4850338,202
1745,29.5238349,-2.4850402,210
1746,29.5242814,-2.4856444,205
1747,29.5243426,-2.4856219,196
1748,29.5241189,-2.4853036,214
1749,29.5236365,-2.4847247,214
1750,29.523688,-2.4847416,214
1751,29.5235971,-2.484552,211
1752,29.5234717,-2.4845238,213
1753,29.5230143,-2.4839439,204
1754,29.5226934,-2.4843324,210
1755,29.5231347,-2.4844219,205
1756,29.5247293,-2.4883704,206
1757,29.5247747,-2.4886589,200
1758,29.5242055,-2.4887167,214
1759,29.5233288,-2.488397,199
1760,29.5225358,-2.4880672,215
1761,29.5226112,-2.4872611,209
1762,29.5226303,-2.4869973,197
1763,29.5239257,-2.4869701,212
1764,29.5239547,-2.4870035,215
1765,29.5237445,-2.4875731,204
1766,29.5224928,-2.4880715,210
1767,29.5226249,-2.4886056,207
1768,29.5224837,-2.4868063,209
1769,29.5224783,-2.4867211,210
1770,29.5224704,-2.4866526,214
1771,29.5227157,-2.4885525,216
1772,29.522715,-2.4870768,212
1773,29.5227107,-2.486994,215
1774,29.5226416,-2.4866176,216
1775,29.5225216,-2.4869029,209
1776,29.5223788,-2.4885085,200
1777,29.7442076,-2.1459877,173
1778,30.562896,-2.0268813,171
1779,30.5583068,-2.0296751,165
1780,30.553111,-2.0374107,164
1781,30.564016,-2.0274999,170
1782,29.8514847,-2.6743957,157
1783,29.8515816,-2.6743853,158
1784,29.8515294,-2.6746987,168
1785,29.8513249,-2.6748188,158
1786,29.8512709,-2.674811,162
1787,29.8513567,-2.6747452,163
1788,29.8512109,-2.6747166,168
1789,29.8496442,-2.6749906,164
1790,29.8500951,-2.6778768,162
1791,29.8501957,-2.6778689,163
1792,29.8502318,-2.6778043,162
1793,29.8502405,-2.6776377,178
1794,29.8502324,-2.6777293,171
1795,29.8503187,-2.6778778,163
1796,30.080152,-1.9770983,152
1797,28.8818622,-2.4936436,155
1798,30.0747225,-1.9306288,134
1799,30.0590678,-1.9651606,153
1800,29.2147313,-2.4511633,177
1801,30.0433353,-1.9425837,146
1802,29.630044,-1.4982196,177
1803,28.8942291,-2.4864247,157
1804,28.8494808,-2.5188995,180
1805,30.1413892,-1.9480979,141
1806,30.0770663,-1.9614276,134
1807,29.0032625,-2.7322448,98
1808,30.1022366,-1.9445164,154
1809,30.1018913,-1.944388,155
1810,30.1513923,-1.280435,158
1811,30.08176,-1.9541455,149
1812,30.0881561,-1.9457238,143
1813,30.1147283,-1.9580289,158
1814,29.6578301,-1.3895943,316
1815,30.0890656,-1.9460787,143
1816,30.0616486,-1.9406894,150
1817,29.7408465,-2.602912,168
1818,30.0570628,-1.9466851,147
1819,29.7407478,-2.6052852,165
1820,30.0569783,-1.9468818,139
1821,30.0573279,-1.9466465,154
1822,29.2354881,-1.6912657,146
1823,30.0947429,-1.9577671,157
1824,30.0838818,-1.9310358,133
1825,30.1033272,-1.9663828,149
1826,30.6817587,-1.8992017,132
1827,28.8776997,-2.4955396,154
1828,28.8777182,-2.4955717,155
1829,29.2487429,-1.6765652,159
1830,29.4229233,-1.5782651,249
1831,30.0590469,-1.939398,149
1832,30.3510422,-1.9616693,159
1833,29.9859283,-1.574523,199
1834,30.0897832,-1.9394605,152
1835,29.9793583,-1.5844097,219
1836,29.221801,-1.6771525,143
1837,29.2202055,-1.6759206,142
1838,29.2241427,-1.6808563,152
1839,29.2372692,-1.6778875,153
1840,29.7858495,-2.2342611,179
1841,30.1359401,-1.9605889,154
1842,30.1056559,-1.9688134,137
1843,30.0868103,-1.9380438,133
1844,30.0611554,-1.9471199,157
1845,29.6356464,-1.5039991,177
1846,29.3508983,-2.0688916,144
1847,29.2504109,-1.6822269,162
1848,28.8559663,-2.501084,149
1849,28.8569802,-2.5017647,155
1850,30.6744188,-2.2758021,161
1851,30.4218876,-1.9485856,152
1852,30.2236817,-1.9794053,137
1853,30.5579802,-2.1373595,164
1854,30.0672586,-1.9468499,141
1855,30.0672526,-1.9483905,139
1856,30.06661,-1.9484058,161
1857,30.0873229,-1.8677032,137
1858,29.5800051,-2.4684781,188
1859,29.5801817,-2.4689886,178
1860,29.5818325,-2.472568,178
1861,30.428146,-2.359619,150
1862,30.39545,-2.355953,138
1863,30.1202125,-1.9600019,154
1864,29.959157,-2.590841,133
1865,29.953917,-2.538444,149
1866,29.056258,-2.705102,105
1867,29.088578,-2.657073,156
1868,29.08249,-2.650475,155
1869,29.218211,-2.632676,165
1870,29.196218,-2.638403,201
1871,30.083879,-2.433443,144
1872,29.98636,-2.353889,145
1873,30.015472,-2.372533,143
1874,29.583676,-2.821879,191
1875,29.47975,-2.809289,235
1876,29.779332,-2.805608,158
1877,29.802736,-2.820093,166
1878,29.835932,-2.787779,133
1879,30.428146,-2.359619,142
1880,30.39545,-2.355953,148
1881,30.0594014,-1.966035,157
1882,30.0592467,-1.9476841,162
1883,29.8508419,-1.4123441,219
1884,30.0595405,-1.9642409,155
1885,30.09825,-1.9537773,138
1886,29.7396163,-2.360179,187
1887,29.0906515,-2.4369747,189
1888,29.0888778,-2.4358869,179
1889,30.3514312,-1.9614857,175
1890,29.6391375,-1.5083808,182
1891,29.6391099,-1.5084095,183
1892,29.1357451,-2.3326653,152
1893,29.332504,-2.0472976,153
1894,29.3911784,-1.9773652,189
1895,29.2663595,-1.7109607,142
1896,29.6392689,-1.5085446,184
1897,28.982343,-2.5461103,197
1898,29.6365772,-1.5045408,186
1899,29.6330035,-1.5012746,193
1900,30.1028907,-1.9493031,146
1901,29.3518372,-2.0695976,142
1902,30.058919,-1.9486929,146
1903,30.0583693,-1.9483622,151
1904,30.0609472,-1.9462186,147
1905,30.0585544,-1.9492706,155
1906,30.6759007,-2.274319,166
1907,30.5564086,-2.1390606,157
1908,30.0988599,-1.9275407,141
1909,30.1015387,-1.9385624,136
1910,28.8531876,-2.5113913,158
1911,28.8537106,-2.5114168,148
1912,28.854357,-2.4966171,142
1913,29.6344711,-1.5036183,176
1914,29.6208678,-1.501314,188
1915,29.6238888,-1.4997847,185
1916,29.6410985,-1.5088971,189
1917,29.6432999,-1.5094702,193
1918,29.6438591,-1.5103335,178
1919,29.6457384,-1.5091518,174
1920,29.6127459,-1.5026512,196
1921,29.6290064,-1.4989548,177
1922,30.1032627,-1.9515842,143
1923,28.8777079,-2.5027845,147
1924,29.2551681,-1.6980349,142
1925,29.3601914,-1.4798803,206
1926,29.6427768,-1.509179,186
1927,29.6341794,-1.5018652,177
1928,29.4169688,-2.5264002,226
1929,29.5790515,-2.4735432,184
1930,30.0778619,-1.9382271,145
1931,30.0782476,-1.9345273,148
1932,30.0885049,-1.9377517,147
1933,30.0846355,-1.9361695,147
1934,30.1206089,-1.9629285,149
1935,29.0898542,-2.4319925,171
1936,29.0907943,-2.4370584,180
1937,30.1069614,-1.959698,152
1938,30.106887,-1.9596709,140
1939,30.1066354,-1.9595448,156
1940,30.1247191,-1.9498572,149
1941,29.96117034,-1.515053071,227
1942,29.8165031,-1.417820052,192
1943,29.73891153,-1.386790779,207
1944,29.835437,-1.511193768,210
1945,29.67047179,-1.421593394,240
1946,29.98332906,-1.559882083,225
1947,29.79353451,-1.470262513,195
1948,29.77932326,-1.394229687,196
1949,29.74618746,-1.473579729,177
1950,29.83480645,-1.349826857,225
1951,29.93206586,-1.500955214,215
1952,29.88461765,-1.60024422,192
1953,29.74000481,-1.422454889,198
1954,29.7783244,-1.542871818,201
1955,29.91656677,-1.580189084,207
1956,29.84061832,-1.430203569,209
1957,29.86255371,-1.510704942,216
1958,29.69151087,-1.634538588,176
1959,29.80116136,-1.767040153,185
1960,29.69491625,-1.571713396,177
1961,29.8061592,-1.6527129,160
1962,29.84873784,-1.655756315,174
1963,29.68131996,-1.665728418,180
1964,29.79998316,-1.584179941,229
1965,29.82769244,-1.620220333,200
1966,29.73993046,-1.603383413,173
1967,29.75247091,-1.727980173,163
1968,29.77341293,-1.767144351,165
1969,29.6642805,-1.712838372,171
1970,29.86451402,-1.774180332,187
1971,29.88735203,-1.773280845,165
1972,29.69999179,-1.733953063,158
1973,29.7891312,-1.615754614,197
1974,29.80798748,-1.843375162,136
1975,29.64748199,-1.634459409,185
1976,29.85012718,-1.728694687,172
1977,30.20460234,-1.822020788,159
1978,30.15006942,-1.577730639,207
1979,30.02106942,-1.557146096,195
1980,30.01293149,-1.509170825,193
1981,30.21162869,-1.753066799,191
1982,30.09061995,-1.625485472,207
1983,30.04831338,-1.485760309,186
1984,29.9778828,-1.528018112,224
1985,29.97124493,-1.58294874,210
1986,30.04072531,-1.489795385,184
1987,30.23382419,-1.721564536,188
1988,30.09657388,-1.735513082,178
1989,30.14006849,-1.705479216,184
1990,29.99162544,-1.573630407,214
1991,30.00122729,-1.483631092,226
1992,30.12926602,-1.64725135,195
1993,30.12029243,-1.508426062,191
1994,30.13710363,-1.767482328,152
1995,30.21016502,-1.664831612,186
1996,30.16113128,-1.785482701,150
1997,30.08336419,-1.545445355,205
1998,29.58322604,-1.546331889,203
1999,29.65012489,-1.483083197,198
2000,29.70188042,-1.500990453,172
2001,29.73685684,-1.540576587,185
2002,29.45360585,-1.507770805,427
2003,29.58345585,-1.547697767,176
2004,29.52908423,-1.415385768,264
2005,29.67448636,-1.514338622,182
2006,29.61455987,-1.533660541,173
2007,29.61500856,-1.483650126,187
2008,29.59954672,-1.568542953,187
2009,29.65353309,-1.423632625,227
2010,29.71039669,-1.531917068,191
2011,29.66443639,-1.565376682,179
2012,29.46003197,-1.502825061,376
2013,29.89916348,-1.646838975,188
2014,30.00985453,-1.716377562,176
2015,29.91779897,-1.713222486,192
2016,30.02421143,-1.701217485,161
2017,29.99417711,-1.743514851,204
2018,29.91717843,-1.620906733,184
2019,29.983012,-1.642476538,193
2020,30.05651904,-1.625323109,188
2021,30.09274312,-1.820420754,145
2022,29.92272334,-1.741307806,189
2023,30.03617361,-1.828162342,172
2024,29.98735586,-1.801770342,162
2025,30.08103052,-1.76755069,173
2026,29.94762109,-1.646576965,188
2027,29.92430493,-1.827979942,162
2028,29.96811661,-1.865521049,188
2029,29.94690026,-1.723937134,204
2030,29.83521469,-2.490536048,146
2031,29.90285308,-2.463936073,142
2032,29.92547849,-2.58231235,138
2033,29.88842933,-2.589659757,141
2034,29.81884313,-2.687248145,141
2035,29.78782182,-2.716677144,144
2036,29.81286711,-2.653894083,154
2037,29.77873388,-2.638508098,172
2038,29.74331611,-2.76520457,172
2039,29.77513565,-2.721672195,157
2040,29.93079347,-2.463693447,143
2041,29.91918566,-2.51865304,129
2042,29.91192508,-2.697685268,138
2043,29.91535689,-2.696102592,145
2044,29.82802399,-2.691591823,157
2045,29.84109934,-2.690254009,147
2046,29.87071263,-2.760324672,137
2047,29.88489159,-2.718483935,145
2048,29.85503382,-2.515567692,145
2049,29.8472104,-2.5563206,155
2050,29.84453433,-2.595858921,155
2051,29.85385753,-2.623986086,178
2052,29.754269,-2.762404791,150
2053,29.73281834,-2.77548499,163
2054,29.79112797,-2.531408762,184
2055,29.80816674,-2.545765485,170
2056,29.67946522,-2.663926872,183
2057,29.68134393,-2.640596497,201
2058,29.68543031,-2.611463672,186
2059,29.69077496,-2.547161732,182
2060,29.65272974,-2.630357993,189
2061,29.65778649,-2.590251986,181
2062,29.66725969,-2.468410893,168
2063,29.65585594,-2.446935228,163
2064,29.78595496,-2.38423047,181
2065,29.78649525,-2.433579119,162
2066,29.64329971,-2.542454309,173
2067,29.64638369,-2.54831684,174
2068,29.7276223,-2.520275641,167
2069,29.73297307,-2.524666492,177
2070,29.724279,-2.645463313,179
2071,29.73155528,-2.658488173,181
2072,29.71329417,-2.601944945,178
2073,29.74095537,-2.598437176,178
2074,29.76849001,-2.528828624,163
2075,29.7631723,-2.527244972,177
2076,29.75363808,-2.500751775,161
2077,29.71326701,-2.478455781,167
2078,29.80558523,-2.469265627,163
2079,29.78838456,-2.460359212,151
2080,29.71379961,-2.435100883,157
2081,29.7357339,-2.410659356,166
2082,29.66510243,-2.500724967,166
2083,29.71720548,-2.512459366,170
2084,29.75363423,-2.6192668,171
2085,29.71510218,-2.617577774,165
2086,29.91975656,-1.97521241,170
2087,29.87524882,-2.016171137,158
2088,29.87013014,-1.950471533,162
2089,29.82073837,-1.937688537,159
2090,29.86865241,-1.906002226,172
2091,29.87572178,-1.90375708,152
2092,29.80473948,-1.962544981,170
2093,29.80146709,-1.906378258,155
2094,29.95692089,-2.151490057,143
2095,29.9609013,-2.138605535,141
2096,29.84759896,-2.036114625,175
2097,29.83574672,-1.968253273,162
2098,29.93642541,-1.896240751,152
2099,29.92624293,-1.878363755,140
2100,29.93655352,-2.056276846,146
2101,29.96208956,-2.08491873,149
2102,29.81103751,-2.082847826,164
2103,29.83063499,-2.063785153,159
2104,29.96669682,-2.041279366,140
2105,30.00205412,-2.007069233,127
2106,29.94015135,-1.935925351,164
2107,29.9117335,-1.904546393,159
2108,29.96605335,-1.914390676,149
2109,29.96053511,-1.928982415,161
2110,29.76367331,-2.015812803,177
2111,29.80779985,-2.058485041,172
2112,29.76545532,-1.9256332,154
2113,29.75969278,-1.952359742,167
2114,29.71373867,-1.83867089,195
2115,29.68124963,-1.896902735,144
2116,29.77098434,-1.857399852,152
2117,29.71599703,-1.912095387,202
2118,29.74067716,-2.029221805,193
2119,29.69549466,-2.065789194,169
2120,29.68326192,-2.035726917,158
2121,29.67167797,-1.9969277,171
2122,29.70695581,-1.755947538,153
2123,29.67326522,-1.784467192,155
2124,29.77744163,-2.077581437,185
2125,29.75521011,-2.101904364,178
2126,29.64115945,-2.086937303,154
2127,29.65967333,-2.045158176,171
2128,29.75444247,-1.810091019,151
2129,29.76607342,-1.814657813,147
2130,29.69500595,-1.967101769,200
2131,29.69619948,-1.992199414,177
2132,29.76432662,-2.121000172,186
2133,29.79432948,-2.104699975,168
2134,29.43730398,-2.418135397,229
2135,29.37225718,-2.425065605,251
2136,29.64427603,-2.413670857,162
2137,29.62944782,-2.454674819,170
2138,29.59071566,-2.467584379,196
2139,29.58232648,-2.478258759,182
2140,29.35319979,-2.370700986,250
2141,29.42078129,-2.36824696,214
2142,29.56160295,-2.301120039,163
2143,29.47897709,-2.328011361,186
2144,29.54565745,-2.53208651,184
2145,29.5634949,-2.500313079,190
2146,29.50926421,-2.46386804,202
2147,29.51463888,-2.477995372,204
2148,29.55233575,-2.385427013,182
2149,29.53136865,-2.41677402,176
2150,29.39479247,-2.549748737,262
2151,29.39632143,-2.552862666,242
2152,29.59401611,-2.359212166,179
2153,29.57651959,-2.380749479,176
2154,29.53109637,-2.319989954,177
2155,29.52998745,-2.266470467,194
2156,29.56155826,-2.240902395,178
2157,29.56200053,-2.226197096,167
2158,29.47476185,-2.367544018,195
2159,29.43744932,-2.357316509,197
2160,29.42265468,-2.303224425,207
2161,29.45198637,-2.31528909,197
2162,29.34837169,-2.346058266,237
2163,29.36556445,-2.340254269,248
2164,29.53801574,-2.527928627,173
2165,29.51007945,-2.527798612,204
2166,29.35000395,-2.498923947,230
2167,29.50308149,-2.480152301,201
2168,29.7455567,-2.37742532,175
2169,29.7449921,-2.339829492,179
2170,29.92743369,-2.307934499,154
2171,29.90370423,-2.310981809,164
2172,29.64347084,-2.274048999,162
2173,29.67940613,-2.315373819,174
2174,29.90685548,-2.40866144,140
2175,29.93543248,-2.362510313,142
2176,29.77754103,-2.331071281,168
2177,29.78158755,-2.281053131,168
2178,29.68183146,-2.290682681,182
2179,29.68427753,-2.295230942,171
2180,29.8101992,-2.364663541,178
2181,29.80250133,-2.372140174,154
2182,29.87866224,-2.444617165,157
2183,29.92576623,-2.417355775,132
2184,29.65380049,-2.391027555,203
2185,29.66275436,-2.3773745,180
2186,29.70933901,-2.397107118,165
2187,29.7032846,-2.363607474,157
2188,29.56162835,-2.788367183,177
2189,29.51957981,-2.755950622,193
2190,29.58543641,-2.781219784,179
2191,29.5946545,-2.769849003,173
2192,29.52626054,-2.675822764,190
2193,29.59313947,-2.631203827,191
2194,29.48237369,-2.627928934,196
2195,29.34783646,-2.587667369,252
2196,29.55454328,-2.608872823,190
2197,29.55923741,-2.572837615,196
2198,29.50137135,-2.709863103,195
2199,29.44583588,-2.658892488,192
2200,29.53203936,-2.7122498,206
2201,29.51223383,-2.706220593,209
2202,29.65911608,-2.679531074,170
2203,29.67086328,-2.718759843,162
2204,29.7007785,-2.75897816,153
2205,29.70867156,-2.766619126,157
2206,29.38697321,-2.726608163,237
2207,29.34842976,-2.68431374,262
2208,29.60669827,-2.761863726,177
2209,29.61593186,-2.744525509,172
2210,29.37709512,-2.828441948,177
2211,29.37011524,-2.814496781,205
2212,29.52156167,-2.595454044,194
2213,29.5502403,-2.561799039,201
2214,29.61805337,-2.644146136,172
2215,29.61293252,-2.685563533,198
2216,29.70624531,-2.226657205,173
2217,29.67754277,-2.258060931,180
2218,29.74390281,-2.13229718,176
2219,29.71197582,-2.12117552,199
2220,29.60421421,-2.224880651,181
2221,29.63124324,-2.194998448,177
2222,29.8994131,-2.15124342,141
2223,29.93874736,-2.180924406,146
2224,29.62941258,-2.148136238,149
2225,29.62263904,-2.165677057,182
2226,29.82010308,-2.135367868,161
2227,29.84033323,-2.116219455,156
2228,29.65320616,-2.124868788,176
2229,29.66311521,-2.149013337,168
2230,29.85433601,-2.277672863,142
2231,29.85596028,-2.227213291,158
2232,29.77507073,-2.254540214,172
2233,29.77774874,-2.185358967,168
2234,30.28987066,-2.244646759,137
2235,30.24379476,-2.268255954,148
2236,30.25579171,-2.276837905,130
2237,30.24165674,-2.120588347,138
2238,30.23882471,-2.136976629,130
2239,30.26454356,-2.127806276,131
2240,30.12751279,-2.407537394,144
2241,30.17554074,-2.396978471,147
2242,30.15877991,-2.405968521,144
2243,30.0324642,-2.230484369,131
2244,30.03052163,-2.26894112,145
2245,30.06430892,-2.251344334,142
2246,30.14611079,-2.149890587,135
2247,30.1704486,-2.321420552,152
2248,30.18789526,-2.267680147,140
2249,29.99450678,-2.166770245,137
2250,30.01165918,-2.224603905,141
2251,30.0434124,-2.222858137,150
2252,30.15069119,-2.111094531,125
2253,30.11362833,-2.07324374,128
2254,30.125944,-2.088209251,149
2255,30.1290586,-2.28284667,144
2256,30.07147809,-2.390084599,139
2257,30.06433006,-2.357142142,154
2258,30.05957906,-2.133285203,140
2259,30.02256017,-2.135771202,136
2260,30.08025149,-2.071021493,131
2261,30.03965655,-2.153558442,133
2262,30.09076748,-2.124480917,141
2263,30.08323742,-2.114053119,143
2264,29.98591741,-2.316444762,133
2265,29.97489035,-2.324477894,136
2266,30.00732132,-2.308355972,155
2267,30.19439561,-2.153271301,140
2268,30.17228685,-2.136973367,149
2269,30.16130912,-2.14567818,144
2270,30.03849619,-2.325944881,145
2271,30.05577553,-2.324384596,146
2272,30.02640022,-2.314875859,141
2273,30.26594126,-2.32947898,127
2274,30.30402381,-2.328516385,122
2275,30.23045868,-2.303811629,149
2276,29.98676107,-2.280670014,156
2277,30.00740973,-2.229823559,139
2278,29.98417394,-2.254329733,149
2279,30.26279989,-1.773309163,153
2280,30.31877615,-1.851089128,149
2281,30.29567529,-1.806529616,159
2282,30.28625149,-1.600210697,150
2283,30.2217936,-1.622237361,156
2284,30.2314133,-1.63340382,150
2285,30.32722316,-1.672689148,171
2286,30.33505823,-1.636467091,155
2287,30.3502525,-1.616263661,129
2288,30.41283637,-1.566460263,141
2289,30.31043898,-1.577372833,153
2290,30.30553121,-1.557977723,136
2291,30.25633725,-1.683633371,175
2292,30.29029082,-1.682893338,185
2293,30.22904473,-1.663587251,171
2294,30.42577735,-1.827463016,150
2295,30.41221487,-1.803030345,155
2296,30.38593674,-1.826807207,150
2297,30.37841341,-1.781088098,149
2298,30.42848396,-1.760697525,163
2299,30.44546825,-1.769184379,152
2300,30.300939,-1.78072458,182
2301,30.30146864,-1.732877083,175
2302,30.28943046,-1.771423974,165
2303,30.36217762,-1.796268938,159
2304,30.3410364,-1.779071867,168
2305,30.34413342,-1.785581412,155
2306,30.26651629,-1.500837234,153
2307,30.25843249,-1.534794771,154
2308,30.25878162,-1.533106228,159
2309,30.22153566,-1.493930158,141
2310,30.22374049,-1.574386077,158
2311,30.18963742,-1.587485903,187
2312,30.33207372,-1.697854349,152
2313,30.32681774,-1.756097862,167
2314,30.30546843,-1.682852352,182
2315,30.42117545,-1.713465836,145
2316,30.39827669,-1.673365594,145
2317,30.43062037,-1.677455859,140
2318,30.49989177,-1.642203091,135
2319,30.44555096,-1.635947844,147
2320,30.65177623,-1.465289544,134
2321,30.54487689,-1.799214752,168
2322,30.56137751,-1.851021855,165
2323,30.63932205,-1.754262662,159
2324,30.68185056,-1.954049162,147
2325,30.67793717,-1.942186259,150
2326,30.68029519,-2.091724286,137
2327,30.51104338,-2.026894065,144
2328,30.57527595,-2.049078182,152
2329,30.55564275,-2.011538384,158
2330,30.47056366,-1.932894736,148
2331,30.49635882,-1.876523288,166
2332,30.48231628,-1.890832089,147
2333,30.59227777,-2.039725427,160
2334,30.5976888,-2.091398551,159
2335,30.57508434,-2.037734368,154
2336,30.61380347,-1.678266793,123
2337,30.57414589,-1.700425099,149
2338,30.66540538,-1.608084831,152
2339,30.77177445,-1.745878589,135
2340,30.71055421,-1.770200275,157
2341,30.72352958,-1.750134546,163
2342,30.75121298,-2.017638691,128
2343,30.76386924,-2.021940346,127
2344,30.75463773,-1.964524251,135
2345,30.56321036,-1.970324841,166
2346,30.51297113,-1.961206966,158
2347,30.49858811,-1.939103612,168
2348,30.48042771,-1.826833287,158
2349,30.4470389,-1.83239274,151
2350,30.49888442,-1.808199668,169
2351,30.5133708,-2.002630202,151
2352,30.48280829,-1.974891929,156
2353,30.48005708,-2.002608397,140
2354,30.59213111,-1.933084978,135
2355,30.65320556,-1.940692319,151
2356,30.59258108,-1.914103913,136
2357,30.52698606,-2.33081625,126
2358,30.52670205,-2.365104188,158
2359,30.49683705,-2.315279489,136
2360,30.55780392,-2.366959909,149
2361,30.60139054,-2.287237463,157
2362,30.59515051,-2.280785221,142
2363,30.7595585,-2.379488113,133
2364,30.71133577,-2.344316542,130
2365,30.69481231,-2.329193519,173
2366,30.68788898,-2.282306181,156
2367,30.68568779,-2.289234855,141
2368,30.73610821,-2.260414236,156
2369,30.65265212,-2.262623134,156
2370,30.64088446,-2.236088386,141
2371,30.63876465,-2.258413509,153
2372,30.82527673,-2.30625233,145
2373,30.84311448,-2.244346646,135
2374,30.82075176,-2.243911165,138
2375,30.81441551,-2.129654726,173
2376,30.81322815,-2.003571391,121
2377,30.80893359,-2.000734746,119
2378,30.58844749,-2.368663958,131
2379,30.66409276,-2.324684687,159
2380,30.58067324,-2.370364427,134
2381,30.66840134,-2.219229007,148
2382,30.59271364,-2.218434784,147
2383,30.69697856,-2.199373848,153
2384,30.75544854,-2.123244165,131
2385,30.78006129,-2.145345217,168
2386,30.71100132,-2.144883105,170
2387,30.82905417,-2.324608988,126
2388,30.78738877,-2.278306389,131
2389,30.76631485,-2.271949329,134
2390,30.77637565,-2.231864293,173
2391,30.77804258,-2.231966824,154
2392,30.75971592,-2.16547335,178
2393,30.4876999,-2.142899979,137
2394,30.49832832,-2.149576082,132
2395,30.44246605,-2.18713609,145
2396,30.37589206,-2.256453739,137
2397,30.3774473,-2.250688161,126
2398,30.33131666,-2.285599435,138
2399,30.4483324,-2.181379834,142
2400,30.43863169,-2.084953612,138
2401,30.44228915,-2.17601869,136
2402,30.50147732,-2.239641398,148
2403,30.4808843,-2.204040432,137
2404,30.52124412,-2.177830076,157
2405,30.5778472,-2.13456147,173
2406,30.57229067,-2.125737313,159
2407,30.54184274,-2.184076545,151
2408,30.35003939,-2.129696914,144
