id,X,Y,NN
831,29.2366436,-1.6868366,158
832,30.0749296,-1.9521765,148
833,29.2317946,-1.6935816,137
834,29.5959921,-2.7709601,171
835,29.6044966,-2.765704,172
836,29.6018676,-2.7815709,186
837,29.589244,-2.7723338,181
838,29.7842013,-2.0723674,193
839,29.7001303,-2.0022934,193
840,29.8462631,-1.6596271,163
841,29.6291594,-1.5075626,188
842,29.4401886,-1.6141535,241
843,29.2632518,-1.6838324,162
844,29.2621004,-1.665575,151
845,29.3124036,-1.6499385,167
846,30.1441341,-1.9559423,149
847,30.1868215,-1.984684,136
848,30.1889317,-1.9849802,139
849,30.2175066,-1.9812273,140
850,30.4425953,-1.9060541,145
851,29.8956821,-1.639619,171
852,30.0229056,-1.9486973,138
853,30.0923694,-1.9535817,150
854,30.1048273,-1.9637598,157
855,30.0740941,-1.9486692,135
856,30.0816693,-1.9412668,141
857,30.7034519,-1.8788142,146
858,30.1101834,-1.9489469,151
859,30.1099855,-1.9488028,155
860,30.0641266,-1.9469921,155
861,30.418036,-1.0820806,134
862,29.6193648,-1.3537612,237
863,29.3683336,-2.0091914,171
864,28.8677782,-2.5432129,143
865,30.0811192,-1.9495993,135
866,30.0809824,-1.9540039,152
867,29.6209921,-1.4726221,207
868,30.0827043,-1.9556967,133
869,30.0786809,-1.9487309,150
870,30.0792699,-1.95534,143
871,30.0794748,-1.9498275,151
872,30.0795312,-1.9489487,135
873,30.0781417,-1.9502353,145
874,30.0759577,-1.9472677,151
875,30.0761768,-1.9488982,149
876,30.0775178,-1.9551518,144
877,30.081514,-1.9595709,140
878,30.0854004,-1.9618326,140
879,29.8797424,-2.0162568,167
880,29.7333394,-2.0660518,189
881,29.4138109,-2.0520175,158
882,29.3528722,-2.0702991,145
883,29.7609041,-2.0770385,182
884,29.7543048,-2.0751006,188
885,29.4109745,-2.0583182,165
886,29.4122762,-2.0881493,184
887,29.352115,-2.0711096,154
888,29.7908654,-2.0677459,187
889,29.771666,-2.0776006,188
890,29.3517035,-2.0711351,153
891,29.595278,-1.4316487,229
892,29.5866918,-1.4429472,226
893,29.579225,-1.442261,225
894,29.589396,-1.449254,229
895,29.5913057,-1.4500477,220
896,29.3493136,-2.0688,155
897,30.0669083,-1.9475141,137
898,29.7510421,-2.0843562,185
899,29.3495563,-2.0687877,145
900,29.7531142,-2.0872594,187
901,29.7488762,-2.1541679,173
902,29.7539638,-2.0812171,181
903,29.7554859,-2.0886654,189
904,29.7485971,-2.1549585,193
905,29.7682522,-2.3476426,172
906,29.7390007,-2.6071094,172
907,29.7404259,-2.6056225,177
908,29.7412097,-2.603179,166
909,29.7883911,-2.2379641,162
910,29.7865111,-2.2353349,166
911,29.7867721,-2.2318836,162
912,29.7782707,-2.0784595,178
913,29.7713203,-2.0771041,190
914,30.0605344,-1.9467524,142
915,30.4952245,-1.9199625,162
916,29.2584138,-1.7022347,141
917,30.049318,-2.2168935,131
918,29.3251357,-1.7986289,202
919,29.53387,-1.4314688,252
920,29.2733918,-1.7337008,156
921,29.2655556,-1.7300278,158
922,29.266969,-1.7310313,146
923,29.275045,-1.7342327,153
924,29.2742205,-1.7335412,141
925,29.2649894,-1.7310758,159
926,29.3220348,-2.0753632,156
927,29.2841857,-1.9064233,152
928,29.32638,-1.945828,159
929,29.092278,-2.4405863,188
930,29.581463,-2.4721022,189
931,29.5802897,-2.4718462,191
932,29.7757515,-1.3403339,188
933,29.6821538,-1.3450274,225
934,29.8016196,-1.3069088,222
935,29.7810136,-1.3144864,195
936,29.7277299,-1.3352944,201
937,29.7709898,-1.3192237,184
938,29.8747672,-1.3497064,213
939,29.8753098,-1.3523206,195
940,29.7754438,-1.3413105,195
941,29.7767961,-1.3408419,196
942,29.7776514,-1.357929,191
943,29.8825388,-1.369001,201
944,29.7965326,-1.3372113,203
945,29.7892292,-1.3546264,206
946,29.8743116,-1.3501949,217
947,29.8695249,-1.3396049,206
948,29.7391961,-1.3368374,189
949,29.8558939,-1.3166319,229
950,29.8012667,-1.3277556,204
951,29.8094672,-1.307415,245
952,29.7518796,-1.3357471,192
953,29.7608422,-1.3418992,199
954,29.7730144,-1.3352971,199
955,29.9175489,-1.465714,230
956,29.9885556,-1.4319367,174
957,29.9436606,-1.4294763,204
958,29.892034,-1.4179338,233
959,30.0013019,-1.4261108,184
960,29.9124547,-1.4250343,212
961,29.898276,-1.4554971,225
962,29.9891891,-1.4333819,185
963,29.9104445,-1.4439569,233
964,30.0015828,-1.4264905,186
965,30.0080386,-1.4270456,191
966,29.9941832,-1.4195401,196
967,29.9778388,-1.4208357,197
968,29.9551762,-1.4455521,194
969,29.9762183,-1.4501198,206
970,30.0087002,-1.4164703,191
971,30.0070349,-1.4174925,196
972,29.9943906,-1.4176894,188
973,29.9848546,-1.442902,183
974,29.9183908,-1.4717369,231
975,29.9643502,-1.418359,210
976,29.9599485,-1.4162414,195
977,29.9967429,-1.4347773,183
978,29.9769898,-1.4105348,201
979,29.8959174,-1.4269182,227
980,29.9728499,-1.4247017,196
981,29.9281841,-1.4389343,201
982,30.3075192,-1.0939782,142
983,30.2403957,-1.2295732,152
984,30.3159064,-1.0852251,138
985,30.2517344,-1.1763314,151
986,30.2383773,-1.2017469,158
987,30.2510806,-1.1745704,162
988,30.3031707,-1.1388024,135
989,30.2822979,-1.1884906,136
990,30.3000548,-1.1433472,139
991,30.4072488,-1.0581485,142
992,30.3151026,-1.1164315,139
993,30.1077359,-1.3332256,176
994,30.1269026,-1.3435612,188
995,30.0696925,-1.3565367,191
996,30.1358483,-1.3481857,158
997,30.1569372,-1.2793578,163
998,30.1563732,-1.279126,169
999,30.0844468,-1.3653533,220
1000,30.1510423,-1.2937312,156
1001,30.1521337,-1.2896782,166
1002,30.0980128,-1.314041,185
1003,30.0978097,-1.316059,175
1004,30.2266984,-1.2397446,144
1005,30.1835486,-1.2566526,163
1006,30.1414176,-1.3241428,169
1007,30.1314204,-1.2987194,170
1008,30.0967051,-1.3519427,189
1009,30.0608514,-1.3793168,206
1010,30.1037367,-1.324596,182
1011,30.157986,-1.3392243,162
1012,30.1968326,-1.2474325,164
1013,30.114271,-1.363233,196
1014,30.1131851,-1.3623363,214
1015,30.0707067,-1.3672335,195
1016,30.1353115,-1.338819,157
1017,30.0624376,-1.3848336,204
1018,30.4253921,-1.0419539,139
1019,30.4652832,-1.0510158,126
1020,30.4154247,-1.0314175,147
1021,30.4249923,-1.0426234,132
1022,30.4614882,-1.027366,138
1023,30.436013,-1.0349089,132
1024,30.4374689,-1.0366137,145
1025,30.4642367,-1.0506961,119
1026,29.8898735,-1.3868669,225
1027,29.8860358,-1.3864561,221
1028,30.0401657,-1.3980189,181
1029,30.0103201,-1.3928697,199
1030,30.0335221,-1.3978405,182
1031,30.0255792,-1.3763937,188
1032,28.851122,-2.5133997,164
1033,29.8029951,-2.819687,169
1034,29.7821096,-2.8027993,170
1035,30.2193023,-1.2237188,144
1036,30.2193283,-1.2257076,157
1037,30.2201355,-1.219915,151
1038,30.2303687,-1.2259786,136
1039,30.3936494,-1.0372842,147
1040,30.3801598,-1.0361755,126
1041,29.4523093,-2.4143544,233
1042,30.1572416,-1.8767614,172
1043,30.1989544,-2.1990354,145
1044,29.7616094,-2.4009531,175
1045,29.7616094,-2.4012261,176
1046,30.3835961,-2.0330686,154
1047,30.383429,-2.0356369,148
1048,29.6337408,-1.5022986,174
1049,30.0677884,-1.9325038,138
1050,30.0974672,-1.9266823,145
1051,30.0767794,-1.9466051,139
1052,30.0688175,-1.9458375,151
1053,29.6529547,-1.4911076,195
1054,29.6388821,-1.5069139,181
1055,29.634816,-1.5051255,174
1056,29.6350708,-1.5033612,178
1057,29.6401133,-1.5065284,179
1058,29.6294083,-1.5004439,177
1059,29.6397928,-1.5090394,191
1060,29.6394964,-1.5070151,183
1061,29.6379213,-1.506381,189
1062,29.6393884,-1.5087593,175
1063,29.6358687,-1.5043425,177
1064,29.635746,-1.5050591,174
1065,29.6397391,-1.5090207,182
1066,29.2906907,-1.8294253,141
1067,29.2907227,-1.8294543,139
1068,29.2604996,-1.6949717,159
1069,30.0770127,-1.946469,140
1070,30.0672589,-1.9469072,140
1071,30.0585774,-1.9480509,146
1072,28.8604699,-2.5072592,159
1073,29.2337991,-1.6837629,143
1074,30.0423886,-1.9409651,149
1075,29.2544038,-1.6240628,174
1076,28.887035,-2.4861988,153
1077,30.0578131,-1.9520922,155
1078,30.0920703,-1.9442354,150
1079,29.7435193,-2.5906065,174
1080,29.7398631,-2.6043082,183
1081,29.2387196,-1.6886424,141
1082,29.2385855,-1.6886317,141
1083,29.2396605,-1.6999735,157
1084,29.2401514,-1.7000377,140
1085,30.0262979,-1.628319,216
1086,30.0868435,-1.9768665,138
1087,29.5702848,-1.4166161,264
1088,30.0908156,-1.9518555,140
1089,30.1015579,-1.9873061,144
1090,30.101684,-1.987408,160
1091,30.0918031,-1.9532824,153
1092,30.0908021,-1.9519051,155
1093,30.0987794,-1.9859128,150
1094,29.6452009,-1.5085302,182
1095,29.6433399,-1.5077524,173
1096,30.0521073,-1.9520142,144
1097,28.8838593,-2.4893796,152
1098,30.0384525,-1.9672425,183
1099,30.0502156,-1.9650786,139
1100,30.0771475,-1.9612001,148
1101,30.11297,-2.15847,160
1102,30.0908263,-1.9517613,153
1103,30.0908723,-1.9517367,140
1104,29.7523442,-2.0839217,180
1105,30.0971228,-1.9252176,150
1106,30.0971379,-1.9252464,144
1107,30.1032182,-1.9407028,146
1108,29.7215358,-1.5268853,197
1109,29.7421791,-1.4941479,175
1110,30.1103374,-1.9311962,144
1111,30.0627642,-1.9648832,158
1112,30.0673169,-1.9465596,133
1113,30.0710756,-1.9586568,148
1114,29.262878,-1.7071547,142
1115,29.2401229,-1.6889452,157
1116,29.250493,-1.6974101,141
1117,29.7365135,-2.60996,165
1118,29.095105,-2.4601582,183
1119,29.2378787,-1.6875406,154
1120,29.2616108,-1.6974494,150
1121,29.2374917,-1.686348,142
1122,29.2357835,-1.6757015,143
1123,29.2370644,-1.686906,159
1124,29.2581913,-1.6982277,149
1125,29.2636294,-1.7056764,140
1126,29.2679061,-1.7305743,163
1127,29.259804,-1.6929222,162
1128,30.0594443,-1.9654504,149
1129,29.0907434,-2.3420145,160
1130,29.4000616,-2.0584298,153
1131,30.104518,-1.9603249,148
1132,30.0976413,-1.955345,158
1133,30.0734437,-2.1385584,136
1134,30.0644162,-1.9302713,146
1135,30.0787547,-1.9344952,139
1136,28.8607337,-2.5073205,154
1137,30.0930762,-1.94771,142
1138,30.0928292,-1.9477598,154
1139,30.0926839,-1.9476146,143
1140,30.0587685,-1.9436787,160
1141,29.7788585,-1.3846489,188
1142,29.7737121,-1.389989,201
1143,29.8365304,-1.4178647,209
1144,29.8298293,-1.4186943,204
1145,30.1007822,-1.9896571,150
1146,30.1124122,-1.9591408,151
1147,30.1126393,-1.9594043,141
1148,29.8333998,-1.4170848,216
1149,29.8332835,-1.417207,194
1150,29.8332721,-1.4172281,203
1151,29.8326856,-1.4948222,214
1152,30.0657089,-1.9375986,145
1153,29.7974576,-1.49168,200
1154,30.0872587,-1.9395054,148
1155,29.7628416,-1.4940366,184
1156,28.843656,-2.5062059,172
1157,29.2770403,-1.7491464,141
1158,29.2784629,-1.7356317,152
1159,30.1237932,-1.9566273,153
1160,28.8932266,-2.4922657,144
1161,30.0529338,-1.9464856,143
1162,28.85376,-2.4940958,146
1163,30.0557039,-1.932266,142
1164,30.1083941,-1.9628964,145
1165,30.0923774,-1.955687,153
1166,29.2170636,-1.6776791,158
1167,30.2045565,-1.8305322,141
1168,30.105118,-1.9588177,146
1169,30.1046633,-1.9581221,150
1170,30.1414237,-1.9593295,140
1171,29.5815193,-2.4730935,197
1172,30.1042195,-1.979028,157
1173,30.0725555,-1.9459399,145
1174,30.072332,-1.9440257,135
1175,29.351253,-2.0641381,146
1176,28.895649,-2.4782056,143
1177,28.8936768,-2.4823445,140
1178,28.8935357,-2.4825029,145
1179,29.3439881,-2.052058,140
1180,29.3478151,-2.0500118,143
1181,29.3538876,-2.054552,147
1182,29.3503365,-2.0593648,143
1183,29.3496255,-2.0620423,148
1184,29.3511229,-2.0605626,142
1185,29.3306383,-2.0352641,142
1186,29.3331675,-2.071408,147
1187,29.7541008,-2.4682123,167
1188,29.3083693,-2.0175684,147
1189,29.2477408,-1.690024,145
1190,29.2138766,-1.680668,157
1191,29.0894596,-2.5770582,142
1192,29.0961722,-2.5632098,142
1193,29.7372824,-2.6085144,177
1194,29.5394664,-2.0641744,217
1195,29.3522674,-2.0708705,152
1196,29.3751689,-2.1363339,228
1197,29.3500726,-2.1981808,212
1198,29.3425797,-2.2681521,236
1199,29.4178204,-2.5292863,237
1200,29.539929,-2.0642067,218
1201,30.1347232,-1.9471704,136
1202,29.33892,-2.0673746,159
1203,29.6398875,-1.5090383,180
1204,29.6414311,-1.5087923,183
1205,30.0494415,-1.9843162,146
1206,30.0543095,-1.974026,143
1207,30.08626,-1.9128527,134
1208,30.0763628,-1.9127495,149
1209,30.0868461,-1.9132211,146
1210,29.8872867,-1.6629171,182
1211,29.7487737,-1.6682488,208
1212,29.7475228,-1.6709088,206
1213,29.722028,-1.7047944,224
1214,29.7192464,-1.709208,211
1215,29.7065173,-1.7169434,198
1216,29.5235666,-2.4838789,200
1217,29.5235655,-2.4836642,199
1218,29.5235869,-2.4836048,209
1219,29.5249273,-2.4848021,202
1220,29.5255934,-2.4854113,206
1221,29.525092,-2.4863689,209
1222,29.5246003,-2.4853139,202
1223,29.5238846,-2.484371,213
1224,29.5241244,-2.4843888,209
1225,29.5223407,-2.4827995,210
1226,29.5221426,-2.4828184,217
1227,29.5218214,-2.4826955,217
1228,29.5216904,-2.4826241,207
1229,29.5218606,-2.4823013,198
1230,29.5220929,-2.483252,203
1231,29.5221638,-2.4833406,207
1232,29.5221968,-2.4834401,204
1233,29.5214753,-2.4830332,217
1234,29.5211264,-2.4825543,209
1235,29.5209592,-2.4825019,206
1236,29.5210319,-2.482776,198
1237,29.521126,-2.4828724,206
1238,29.5213132,-2.4829466,214
1239,29.5212678,-2.4828698,210
1240,29.5214091,-2.4826284,214
1241,29.5213807,-2.4824387,211
1242,29.5216914,-2.4826436,206
1243,29.522046,-2.4829765,214
1244,29.5223094,-2.4831378,205
1245,29.5224455,-2.4832101,202
1246,29.5227295,-2.4830151,215
1247,29.522857,-2.4830879,201
1248,29.5229303,-2.4833192,212
1249,29.5228183,-2.483648,215
1250,29.5226013,-2.4838158,197
1251,29.5224794,-2.4838769,213
1252,29.5223762,-2.4838243,207
1253,29.5222359,-2.4837269,215
1254,29.5220071,-2.4835112,214
1255,29.5230604,-2.4832749,211
1256,29.523253,-2.4834492,213
1257,29.5250373,-2.4888734,198
1258,29.5247301,-2.4890261,196
1259,29.5244098,-2.4892419,199
1260,29.524066,-2.4888264,209
1261,29.5234781,-2.4885325,196
1262,29.5225764,-2.4890808,214
1263,29.5224105,-2.489233,199
1264,29.5248728,-2.4890244,199
1265,29.5247158,-2.4887688,203
1266,29.5250243,-2.4886435,202
1267,29.5248811,-2.4879882,197
1268,29.5247042,-2.4883783,208
1269,29.5252984,-2.4886929,205
1270,29.5249724,-2.4885973,211
1271,29.524375,-2.488605,197
1272,29.5243864,-2.4887688,204
1273,29.5234784,-2.4883713,206
1274,29.5233845,-2.488307,216
1275,29.5227169,-2.4887384,202
1276,29.5222024,-2.4893027,196
1277,29.5221773,-2.4883038,212
1278,29.5223623,-2.4871952,203
1279,29.5225837,-2.4872173,210
1280,29.5223329,-2.4850129,196
1281,29.5223431,-2.4849834,197
1282,29.523966,-2.4872276,196
1283,29.5238981,-2.4871978,209
1284,29.5232928,-2.4852899,214
1285,29.5228561,-2.4854664,215
1286,29.5237663,-2.4867248,215
1287,29.5238149,-2.4868559,210
1288,29.5236559,-2.4869709,210
1289,29.5236113,-2.4869607,202
1290,29.5232436,-2.4866556,202
1291,29.5233711,-2.4866155,215
1292,29.5233999,-2.4865772,206
1293,29.523707,-2.4865077,203
1294,29.5233853,-2.4859798,196
1295,29.5233468,-2.4859566,196
1296,29.5235006,-2.485942,199
1297,29.5234946,-2.4858397,205
1298,29.5233412,-2.4852813,212
1299,29.5232298,-2.4850961,201
1300,29.523147,-2.4850803,200
1301,29.5232979,-2.4873206,197
1302,29.5231045,-2.487209,196
1303,29.5226551,-2.4867541,216
1304,29.5227652,-2.4866594,204
1305,29.523046,-2.4867171,216
1306,29.5229931,-2.4860909,197
1307,29.5230543,-2.4860995,203
1308,29.5229453,-2.4860002,208
1309,29.5228789,-2.4858807,203
1310,29.5228656,-2.4858936,215
1311,29.5228355,-2.4853537,213
1312,29.5225041,-2.4849825,202
1313,29.5226527,-2.4849412,208
1314,29.5226134,-2.4853528,205
1315,29.5227635,-2.485003,212
1316,29.5227635,-2.4850028,214
1317,29.5228274,-2.4845358,215
1318,29.5227463,-2.4844379,208
1319,29.5237205,-2.4840031,210
1320,29.5210436,-2.4821232,197
1321,29.524099,-2.4830428,206
1322,29.5241694,-2.4824548,214
1323,29.5241371,-2.4824212,214
1324,29.5239553,-2.4821594,211
1325,29.5231828,-2.4815704,214
1326,29.5234873,-2.4818052,209
1327,29.5212653,-2.4830099,209
1328,29.5212892,-2.4825801,213
1329,29.5216354,-2.4822681,215
1330,29.5216319,-2.4822147,205
1331,29.5218038,-2.4819404,214
1332,29.5225353,-2.4821682,211
1333,29.5233641,-2.4823468,197
1334,29.523661,-2.4827049,207
1335,29.5237649,-2.4829714,214
1336,29.5238761,-2.4836414,199
1337,29.5238823,-2.4836787,199
1338,29.524044,-2.4838329,196
1339,29.5241258,-2.4838351,201
1340,29.5242574,-2.4838962,215
1341,29.5224199,-2.4884089,211
1342,29.5243456,-2.4881743,206
1343,29.5249744,-2.4874564,209
1344,29.5254653,-2.4866857,214
1345,29.5238769,-2.4857311,203
1346,29.5231367,-2.4837181,197
1347,29.5233839,-2.483907,204
1348,29.5234717,-2.4838641,201
1349,29.5235303,-2.4835968,203
1350,29.5247637,-2.4845651,205
1351,29.5252657,-2.4853433,212
1352,29.5255448,-2.4847474,210
1353,29.5254071,-2.4856864,217
1354,29.5254487,-2.4854418,216
1355,29.5254516,-2.4864426,218
1356,29.5251395,-2.4858094,206
1357,29.524519,-2.4852049,196
1358,29.5237589,-2.4844306,216
1359,29.5238085,-2.4843054,213
1360,29.5239903,-2.4843147,216
1361,29.5242126,-2.4844074,203
1362,29.5225273,-2.4833373,214
1363,29.5223699,-2.4828458,211
1364,29.5222415,-2.4827745,203
1365,29.5219683,-2.4826956,203
1366,29.5218344,-2.4826917,198
1367,29.521318,-2.4828633,203
1368,29.5223337,-2.4831057,197
1369,29.5220256,-2.4833663,208
1370,29.5235814,-2.4833426,210
1371,29.522789,-2.482662,206
1372,29.5221723,-2.4829075,217
1373,29.5218828,-2.4827952,201
1374,29.5218275,-2.482273,213
1375,29.5215858,-2.4820796,209
1376,29.5225026,-2.4822234,203
1377,29.5241353,-2.4837854,205
1378,29.5242784,-2.4839022,214
1379,29.5209336,-2.4823225,209
1380,29.5240475,-2.4828638,208
1381,29.5240383,-2.482579,200
1382,29.5239304,-2.4824864,201
1383,29.5238659,-2.4820927,206
1384,29.5234082,-2.4815249,213
1385,29.5235873,-2.481805,211
1386,29.5232918,-2.4820156,211
1387,29.5212951,-2.4828899,208
1388,29.5212584,-2.4825462,213
1389,29.5213912,-2.4824197,205
1390,29.5214751,-2.482454,217
1391,29.5216405,-2.4822829,204
1392,29.5217377,-2.482189,199
1393,29.5226403,-2.4821607,209
1394,29.5225695,-2.4820976,207
1395,29.5229642,-2.4824031,200
1396,29.5229542,-2.4823832,209
1397,29.5229313,-2.4820261,208
1398,29.5233102,-2.4823091,202
1399,29.5235217,-2.4824579,206
1400,29.5236961,-2.4824497,200
1401,29.5239981,-2.4876064,201
1402,29.5224447,-2.4884417,207
1403,29.5227713,-2.4881296,207
1404,29.5227798,-2.4879907,202
1405,29.5235635,-2.4879683,211
1406,29.5238183,-2.4879337,214
1407,29.5240885,-2.4880803,201
1408,29.5243961,-2.4882972,205
1409,29.524392,-2.4881331,205
1410,29.5244205,-2.4881016,210
1411,29.5243457,-2.4877941,196
1412,29.5248863,-2.4872791,200
1413,29.525203,-2.487101,214
1414,29.5254477,-2.4870501,199
1415,29.5255665,-2.48672,203
1416,29.5242516,-2.4882562,201
1417,29.5243441,-2.4877404,199
1418,29.5238093,-2.4876853,206
1419,29.5230978,-2.4874445,196
1420,29.5229258,-2.4877483,204
1421,29.5225783,-2.4881374,198
1422,29.5220055,-2.4883692,215
1423,29.521998,-2.4884883,196
1424,29.5220704,-2.4888871,215
1425,29.5227361,-2.4884817,196
1426,29.5244556,-2.4883941,215
1427,29.5247905,-2.4878205,211
1428,29.5257029,-2.4869545,217
1429,29.5255383,-2.4868551,214
1430,29.5253473,-2.4870579,207
1431,29.5253312,-2.4870701,207
1432,29.5252862,-2.4869269,208
1433,29.5248178,-2.4873161,199
1434,29.5248178,-2.4873161,197
1435,29.5249753,-2.4874325,204
1436,29.5242851,-2.4876951,214
1437,29.5242528,-2.4877071,197
1438,29.523562,-2.48747,197
1439,29.5234747,-2.4874659,202
1440,29.5230179,-2.4873883,198
1441,29.5237558,-2.4877709,196
1442,29.523562,-2.4880141,199
1443,29.5243062,-2.4881988,213
1444,29.5244563,-2.488085,201
1445,29.5244572,-2.4880759,202
1446,29.5244274,-2.4879202,215
1447,29.5243136,-2.4876833,213
1448,29.5248261,-2.4872983,199
1449,29.5249565,-2.4874944,212
1450,29.5249641,-2.4873659,205
1451,29.5253019,-2.4869274,214
1452,29.5254799,-2.4866698,214
1453,29.523897,-2.4859662,204
1454,29.5239172,-2.4859592,208
1455,29.5239866,-2.4860101,216
1456,29.523955,-2.4860366,214
1457,29.5238129,-2.4836149,198
1458,29.5219945,-2.4828195,215
1459,29.5222059,-2.4822894,213
1460,29.5239843,-2.4838823,203
1461,29.5239242,-2.4838896,206
1462,29.5238723,-2.4838549,213
1463,29.523919,-2.4837862,201
1464,29.5231135,-2.4875332,208
1465,29.5231111,-2.487596,209
1466,29.5237573,-2.4877575,211
1467,29.5235504,-2.4880294,205
1468,29.523724,-2.4880349,199
1469,29.524404,-2.4882368,214
1470,29.5242999,-2.4881669,198
1471,29.5244129,-2.4881523,197
1472,29.5244717,-2.4880925,196
1473,29.5244697,-2.4880914,206
1474,29.5245623,-2.4877988,200
1475,29.5242484,-2.4874626,198
1476,29.5248295,-2.4873094,215
1477,29.5249787,-2.4874909,211
1478,29.52496,-2.4873524,196
1479,29.52534,-2.4870484,204
1480,29.5255137,-2.4866854,209
1481,29.5239379,-2.4859511,202
1482,29.5248392,-2.4883822,213
1483,29.5248684,-2.4885011,214
1484,29.525174,-2.4882949,211
1485,29.525302,-2.4887923,213
1486,29.5248605,-2.4889916,206
1487,29.5246498,-2.4890235,201
1488,29.5241981,-2.4891972,208
1489,29.5240816,-2.4888769,199
1490,29.5235048,-2.4885634,201
1491,29.5231719,-2.488656,210
1492,29.5227292,-2.488947,206
1493,29.5225042,-2.4889993,211
1494,29.5223831,-2.4891874,199
1495,29.5223604,-2.4891361,209
1496,29.5226702,-2.4887146,205
1497,29.5237345,-2.4855156,210
1498,29.5236396,-2.4854961,212
1499,29.5233624,-2.4851559,210
1500,29.523351,-2.4850799,206
1501,29.5232322,-2.4849034,214
1502,29.5237214,-2.4857083,209
1503,29.5238623,-2.485237,213
1504,29.5238397,-2.4853402,213
1505,29.5238789,-2.4854973,215
1506,29.5240074,-2.4858484,200
1507,29.524066,-2.4858755,210
1508,29.5241708,-2.4858987,208
1509,29.5242236,-2.485949,206
1510,29.5242489,-2.4858928,199
1511,29.5243769,-2.4858837,210
1512,29.5239472,-2.4851537,205
1513,29.5236908,-2.484711,212
1514,29.5235636,-2.4842165,216
1515,29.5234556,-2.4842093,213
1516,29.5228854,-2.4843373,204
1517,29.5228472,-2.484342,197
1518,29.5226826,-2.4843234,203
1519,29.5237706,-2.4855185,213
1520,29.5236485,-2.4854658,200
1521,29.5233901,-2.485127,208
1522,29.5233666,-2.485088,198
1523,29.5232449,-2.484887,206
1524,29.5236306,-2.4848996,210
1525,29.5236546,-2.484913,200
1526,29.5238914,-2.4851764,203
1527,29.5238666,-2.485213,200
1528,29.5237934,-2.4854817,201
1529,29.5238115,-2.4854479,216
1530,29.5240484,-2.4858851,198
1531,29.5241312,-2.4858564,212
1532,29.5241654,-2.4858963,211
1533,29.52421,-2.4859135,205
1534,29.5241708,-2.4858983,213
1535,29.5243748,-2.4859205,213
1536,29.5243649,-2.485921,204
1537,29.5239588,-2.4851945,213
1538,29.5238954,-2.4850705,211
1539,29.5236666,-2.4847141,202
1540,29.5235576,-2.4842897,204
1541,29.5235053,-2.4841944,211
1542,29.5228664,-2.4843394,199
1543,29.5228114,-2.4843446,207
1544,29.5227677,-2.4843336,207
1545,29.5230288,-2.4843475,203
1546,29.5248171,-2.4880318,211
1547,29.5250054,-2.4879899,218
1548,29.5246261,-2.4884105,204
1549,29.5253175,-2.4884799,216
1550,29.525331,-2.488728,205
1551,29.5247613,-2.4888957,206
1552,29.5247372,-2.4888274,204
1553,29.5244262,-2.4885872,210
1554,29.524294,-2.4887877,210
1555,29.5235694,-2.4885452,208
1556,29.5233116,-2.4884544,214
1557,29.5227178,-2.488766,197
1558,29.5222257,-2.4892918,206
1559,29.5222596,-2.4892301,210
1560,29.5225363,-2.4880768,201
1561,29.5224318,-2.4850384,200
1562,29.5222648,-2.4846947,202
1563,29.5238994,-2.4865391,200
1564,29.5239029,-2.4868801,197
1565,29.5241623,-2.487169,209
1566,29.5241212,-2.4871126,196
1567,29.5252207,-2.4867307,198
1568,29.5252086,-2.4867845,214
1569,29.5250597,-2.4867889,208
1570,29.5247891,-2.4870449,214
1571,29.5247157,-2.4871575,205
1572,29.5246479,-2.4870315,198
1573,29.5246369,-2.4870349,206
1574,29.5245586,-2.4869369,213
1575,29.5245335,-2.4868908,202
1576,29.5245125,-2.4868525,209
1577,29.5245734,-2.4866819,196
1578,29.524684,-2.4865437,206
1579,29.5244387,-2.4867808,208
1580,29.5243904,-2.4868227,205
1581,29.5243807,-2.4868175,197
1582,29.5243208,-2.4867536,207
1583,29.5242159,-2.4866593,201
1584,29.5241943,-2.4865375,212
1585,29.5244007,-2.4861002,210
1586,29.5243776,-2.4860726,213
1587,29.5243792,-2.4859719,216
1588,29.5243602,-2.4859575,215
1589,29.5224715,-2.4872493,198
1590,29.5225374,-2.4885856,197
1591,29.5222599,-2.4845059,200
1592,29.5221099,-2.4869082,197
1593,29.5221644,-2.487097,213
1594,29.5219743,-2.4874265,216
1595,29.5219813,-2.4882629,212
1596,29.521964,-2.4885407,214
1597,29.5219084,-2.488812,200
1598,29.522301,-2.4881192,211
1599,29.5226568,-2.4880368,203
1600,29.5226974,-2.4872156,216
1601,29.52304,-2.4849021,204
1602,29.5227435,-2.4843954,201
1603,29.5223033,-2.4841325,199
1604,29.5235334,-2.4854611,214
1605,29.5236135,-2.4854025,201
1606,29.5238,-2.4854417,200
1607,29.5238576,-2.4854698,200
1608,29.523859,-2.4854102,215
1609,29.5239568,-2.4852797,212
1610,29.5240196,-2.4851551,210
1611,29.5237683,-2.4846416,207
1612,29.5236203,-2.4843462,207
1613,29.5230529,-2.4843413,216
1614,29.5243066,-2.4860724,200
1615,29.5248193,-2.4869299,205
1616,29.5242455,-2.4861013,201
1617,29.5223053,-2.4872962,214
1618,29.5221427,-2.4888337,198
1619,29.5224513,-2.4886023,208
1620,29.52253,-2.4870622,200
1621,29.5223455,-2.4844019,211
1622,29.5224784,-2.4860758,211
1623,29.5220399,-2.4873298,204
1624,29.5220415,-2.4877226,205
1625,29.5220192,-2.4878314,204
1626,29.5220104,-2.4883858,204
